Id,ActivityHour,StepTotal,TotalIntensity,Calories
2873212765,3/31/2016 9:00:00 AM,1273,34,118
2873212765,3/31/2016 10:00:00 AM,948,19,102
2873212765,3/31/2016 11:00:00 AM,933,21,101
2873212765,3/31/2016 12:00:00 PM,2172,42,156
2873212765,3/31/2016 1:00:00 PM,781,22,88
2873212765,3/31/2016 2:00:00 PM,1812,52,144
2873212765,3/31/2016 3:00:00 PM,646,16,96
2873212765,3/31/2016 4:00:00 PM,1339,29,123
2873212765,3/31/2016 5:00:00 PM,308,13,80
2873212765,3/31/2016 6:00:00 PM,24,8,63
2873212765,3/31/2016 7:00:00 PM,535,13,78
2873212765,3/31/2016 8:00:00 PM,594,30,101
2873212765,3/31/2016 9:00:00 PM,786,23,94
2873212765,3/31/2016 10:00:00 PM,506,18,86
2873212765,3/31/2016 11:00:00 PM,1262,30,122
2873212765,4/1/2016 7:00:00 AM,438,20,90
2873212765,4/1/2016 1:00:00 PM,452,12,80
2873212765,4/1/2016 3:00:00 PM,0,2,55
2873212765,4/1/2016 10:00:00 PM,0,3,56
2873212765,4/2/2016 6:00:00 AM,425,23,93
2873212765,4/2/2016 7:00:00 AM,510,16,80
2873212765,4/2/2016 8:00:00 AM,130,20,79
2873212765,4/2/2016 9:00:00 AM,205,21,85
2873212765,4/2/2016 10:00:00 AM,0,6,60
2873212765,4/2/2016 11:00:00 AM,133,10,71
2873212765,4/2/2016 12:00:00 PM,0,4,57
2873212765,4/2/2016 1:00:00 PM,130,9,69
2873212765,4/2/2016 2:00:00 PM,0,4,57
2873212765,4/2/2016 3:00:00 PM,16,12,67
2873212765,4/2/2016 4:00:00 PM,214,16,76
2873212765,4/2/2016 5:00:00 PM,15,3,56
2873212765,4/2/2016 6:00:00 PM,0,8,62
2873212765,4/2/2016 7:00:00 PM,104,13,73
2873212765,4/2/2016 8:00:00 PM,207,10,72
2873212765,4/2/2016 9:00:00 PM,7,8,62
2873212765,4/2/2016 10:00:00 PM,118,14,72
2873212765,4/3/2016 7:00:00 AM,582,23,97
2873212765,4/3/2016 8:00:00 AM,0,4,58
2873212765,4/3/2016 9:00:00 AM,177,9,70
2873212765,4/3/2016 10:00:00 AM,0,9,64
2873212765,4/3/2016 11:00:00 AM,1414,39,125
2873212765,4/3/2016 12:00:00 PM,0,16,72
2873212765,4/3/2016 1:00:00 PM,245,17,81
2873212765,4/3/2016 2:00:00 PM,652,41,122
2873212765,4/3/2016 3:00:00 PM,349,33,102
2873212765,4/3/2016 4:00:00 PM,626,27,102
2873212765,4/3/2016 5:00:00 PM,896,39,128
2873212765,4/3/2016 6:00:00 PM,255,18,80
2873212765,4/3/2016 7:00:00 PM,590,27,91
2873212765,4/3/2016 8:00:00 PM,1838,51,128
2873212765,4/4/2016 5:00:00 AM,212,19,80
2873212765,4/4/2016 6:00:00 AM,239,16,80
2873212765,4/4/2016 7:00:00 AM,1135,38,117
2873212765,4/4/2016 8:00:00 AM,1385,55,155
2873212765,4/4/2016 9:00:00 AM,1003,47,137
2873212765,4/4/2016 10:00:00 AM,1036,42,141
2873212765,4/4/2016 11:00:00 AM,760,23,109
2873212765,4/4/2016 12:00:00 PM,1155,50,146
2873212765,4/4/2016 1:00:00 PM,984,45,136
2873212765,4/4/2016 2:00:00 PM,216,13,78
2873212765,4/4/2016 3:00:00 PM,292,8,71
2873212765,4/4/2016 4:00:00 PM,356,20,88
2873212765,4/4/2016 5:00:00 PM,238,7,69
2873212765,4/4/2016 6:00:00 PM,154,7,64
2873212765,4/4/2016 7:00:00 PM,58,7,62
2873212765,4/4/2016 8:00:00 PM,490,24,95
2873212765,4/5/2016 5:00:00 AM,176,16,75
2873212765,4/5/2016 6:00:00 AM,224,9,70
2873212765,4/5/2016 7:00:00 AM,799,20,95
2873212765,4/5/2016 8:00:00 AM,1200,31,136
2873212765,4/5/2016 9:00:00 AM,792,41,123
2873212765,4/5/2016 10:00:00 AM,598,32,105
2873212765,4/5/2016 11:00:00 AM,626,27,102
2873212765,4/5/2016 12:00:00 PM,1270,51,148
2873212765,4/5/2016 1:00:00 PM,1000,40,132
2873212765,4/5/2016 2:00:00 PM,280,21,89
2873212765,4/5/2016 3:00:00 PM,15,4,57
2873212765,4/5/2016 4:00:00 PM,311,12,77
2873212765,4/5/2016 5:00:00 PM,198,16,75
2873212765,4/5/2016 6:00:00 PM,282,13,78
2873212765,4/5/2016 7:00:00 PM,514,30,101
2873212765,4/5/2016 8:00:00 PM,43,3,58
2873212765,4/5/2016 9:00:00 PM,104,8,64
2873212765,4/6/2016 5:00:00 AM,357,25,88
2873212765,4/6/2016 6:00:00 AM,18,8,63
2873212765,4/6/2016 7:00:00 AM,1203,27,113
2873212765,4/6/2016 8:00:00 AM,679,28,105
2873212765,4/6/2016 9:00:00 AM,565,41,117
2873212765,4/6/2016 10:00:00 AM,716,43,127
2873212765,4/6/2016 11:00:00 AM,369,16,83
2873212765,4/6/2016 12:00:00 PM,839,40,122
2873212765,4/6/2016 1:00:00 PM,658,25,102
2873212765,4/6/2016 2:00:00 PM,110,14,73
2873212765,4/6/2016 3:00:00 PM,555,22,92
2873212765,4/6/2016 4:00:00 PM,369,24,89
2873212765,4/6/2016 5:00:00 PM,103,13,71
2873212765,4/6/2016 6:00:00 PM,191,15,76
2873212765,4/6/2016 7:00:00 PM,275,11,74
2873212765,4/6/2016 8:00:00 PM,12,2,55
2873212765,4/6/2016 9:00:00 PM,331,28,93
2873212765,4/7/2016 6:00:00 AM,225,16,77
2873212765,4/7/2016 7:00:00 AM,1229,41,137
2873212765,4/7/2016 8:00:00 AM,523,29,106
2873212765,4/7/2016 9:00:00 AM,918,43,129
2873212765,4/7/2016 10:00:00 AM,1911,43,162
2873212765,4/7/2016 11:00:00 AM,41,4,59
2873212765,4/7/2016 12:00:00 PM,326,22,92
2873212765,4/7/2016 1:00:00 PM,797,34,119
2873212765,4/7/2016 2:00:00 PM,1242,42,133
2873212765,4/7/2016 3:00:00 PM,282,16,83
2873212765,4/7/2016 4:00:00 PM,249,13,77
2873212765,4/7/2016 5:00:00 PM,705,36,117
2873212765,4/7/2016 6:00:00 PM,344,35,108
2873212765,4/7/2016 7:00:00 PM,248,14,75
2873212765,4/7/2016 8:00:00 PM,169,9,67
2873212765,4/7/2016 9:00:00 PM,144,15,73
2873212765,4/8/2016 5:00:00 AM,196,20,82
2873212765,4/8/2016 6:00:00 AM,43,13,69
2873212765,4/8/2016 7:00:00 AM,1012,24,108
2873212765,4/8/2016 8:00:00 AM,958,33,122
2873212765,4/8/2016 9:00:00 AM,875,49,138
2873212765,4/8/2016 10:00:00 AM,318,30,97
2873212765,4/8/2016 11:00:00 AM,533,14,88
2873212765,4/8/2016 12:00:00 PM,695,35,117
2873212765,4/8/2016 1:00:00 PM,708,25,112
2873212765,4/8/2016 2:00:00 PM,76,7,64
2873212765,4/8/2016 3:00:00 PM,342,26,95
2873212765,4/8/2016 4:00:00 PM,640,27,107
2873212765,4/8/2016 5:00:00 PM,412,30,100
2873212765,4/8/2016 6:00:00 PM,63,6,63
2873212765,4/8/2016 7:00:00 PM,66,10,66
2873212765,4/8/2016 8:00:00 PM,42,12,69
2873212765,4/8/2016 9:00:00 PM,120,10,67
2873212765,4/8/2016 10:00:00 PM,58,9,65
2873212765,4/9/2016 7:00:00 AM,3615,118,337
2873212765,4/9/2016 8:00:00 AM,999,40,144
2873212765,4/9/2016 9:00:00 AM,216,16,76
2873212765,4/9/2016 10:00:00 AM,236,19,82
2873212765,4/9/2016 11:00:00 AM,455,18,88
2873212765,4/9/2016 12:00:00 PM,1255,27,128
2873212765,4/9/2016 1:00:00 PM,1777,32,146
2873212765,4/9/2016 2:00:00 PM,346,12,82
2873212765,4/9/2016 3:00:00 PM,1129,31,112
2873212765,4/9/2016 4:00:00 PM,1345,40,128
2873212765,4/9/2016 5:00:00 PM,120,11,70
2873212765,4/9/2016 6:00:00 PM,904,18,105
2873212765,4/9/2016 7:00:00 PM,452,16,87
2873212765,4/9/2016 8:00:00 PM,550,12,87
2873212765,4/9/2016 9:00:00 PM,266,13,77
2873212765,4/9/2016 10:00:00 PM,284,12,76
2873212765,4/9/2016 11:00:00 PM,154,7,64
2873212765,4/10/2016 8:00:00 AM,0,3,57
2873212765,4/10/2016 9:00:00 AM,188,12,70
2873212765,4/10/2016 10:00:00 AM,191,14,75
2873212765,4/10/2016 11:00:00 AM,767,33,109
2873212765,4/10/2016 12:00:00 PM,204,11,71
2873212765,4/10/2016 1:00:00 PM,296,21,86
2873212765,4/10/2016 2:00:00 PM,261,12,71
2873212765,4/10/2016 3:00:00 PM,1357,46,141
2873212765,4/10/2016 4:00:00 PM,723,43,129
2873212765,4/10/2016 5:00:00 PM,708,24,103
2873212765,4/10/2016 6:00:00 PM,140,20,79
2873212765,4/10/2016 7:00:00 PM,21,5,59
2873212765,4/10/2016 8:00:00 PM,262,15,78
2873212765,4/10/2016 9:00:00 PM,172,11,69
2873212765,4/11/2016 5:00:00 AM,298,16,77
2873212765,4/11/2016 6:00:00 AM,245,14,78
2873212765,4/11/2016 7:00:00 AM,1024,22,101
2873212765,4/11/2016 8:00:00 AM,675,26,107
2873212765,4/11/2016 9:00:00 AM,636,45,125
2873212765,4/11/2016 10:00:00 AM,1243,51,155
2873212765,4/11/2016 11:00:00 AM,292,9,73
2873212765,4/11/2016 12:00:00 PM,1082,42,140
2873212765,4/11/2016 1:00:00 PM,568,30,109
2873212765,4/11/2016 2:00:00 PM,90,4,60
2873212765,4/11/2016 3:00:00 PM,211,11,74
2873212765,4/11/2016 4:00:00 PM,471,20,89
2873212765,4/11/2016 5:00:00 PM,303,27,92
2873212765,4/11/2016 6:00:00 PM,298,26,90
2873212765,4/11/2016 7:00:00 PM,35,12,69
2891001357,4/5/2016 10:00:00 AM,180,60,160
2891001357,4/5/2016 11:00:00 AM,180,60,160
3372868164,3/12/2016 12:00:00 AM,0,1,57
3372868164,3/12/2016 1:00:00 AM,0,2,59
3372868164,3/12/2016 2:00:00 AM,18,4,62
3372868164,3/12/2016 5:00:00 AM,13,2,59
3372868164,3/12/2016 6:00:00 AM,7,3,61
3372868164,3/12/2016 8:00:00 AM,27,4,62
3372868164,3/12/2016 9:00:00 AM,172,7,68
3372868164,3/12/2016 10:00:00 AM,609,33,110
3372868164,3/12/2016 11:00:00 AM,356,21,90
3372868164,3/12/2016 12:00:00 PM,441,18,90
3372868164,3/12/2016 1:00:00 PM,681,37,114
3372868164,3/12/2016 2:00:00 PM,668,26,96
3372868164,3/12/2016 3:00:00 PM,1253,41,126
3372868164,3/12/2016 4:00:00 PM,440,20,90
3372868164,3/12/2016 5:00:00 PM,347,29,99
3372868164,3/12/2016 6:00:00 PM,811,38,120
3372868164,3/12/2016 7:00:00 PM,674,35,111
3372868164,3/12/2016 8:00:00 PM,214,15,80
3372868164,3/12/2016 10:00:00 PM,48,6,64
3372868164,3/12/2016 11:00:00 PM,10,1,58
3372868164,3/13/2016 1:00:00 AM,0,2,59
3372868164,3/13/2016 3:00:00 AM,9,2,59
3372868164,3/13/2016 4:00:00 AM,0,6,64
3372868164,3/13/2016 5:00:00 AM,81,8,67
3372868164,3/13/2016 6:00:00 AM,513,26,96
3372868164,3/13/2016 7:00:00 AM,702,24,100
3372868164,3/13/2016 8:00:00 AM,102,5,66
3372868164,3/13/2016 9:00:00 AM,249,10,75
3372868164,3/13/2016 10:00:00 AM,194,16,81
3372868164,3/13/2016 11:00:00 AM,380,20,87
3372868164,3/13/2016 12:00:00 PM,98,14,77
3372868164,3/13/2016 1:00:00 PM,1743,77,211
3372868164,3/13/2016 2:00:00 PM,1192,41,148
3372868164,3/13/2016 3:00:00 PM,284,9,71
3372868164,3/13/2016 4:00:00 PM,601,30,108
3372868164,3/13/2016 5:00:00 PM,406,21,89
3372868164,3/13/2016 6:00:00 PM,670,31,109
3372868164,3/13/2016 7:00:00 PM,186,10,71
3372868164,3/13/2016 8:00:00 PM,164,9,69
3372868164,3/13/2016 9:00:00 PM,139,8,68
3372868164,3/13/2016 10:00:00 PM,48,2,59
3372868164,3/14/2016 12:00:00 AM,0,1,57
3372868164,3/14/2016 2:00:00 AM,0,1,57
3372868164,3/14/2016 4:00:00 AM,0,1,57
3372868164,3/14/2016 5:00:00 AM,0,1,57
3372868164,3/14/2016 6:00:00 AM,0,2,59
3372868164,3/14/2016 8:00:00 AM,278,14,77
3372868164,3/14/2016 9:00:00 AM,75,6,65
3372868164,3/14/2016 10:00:00 AM,2215,99,250
3372868164,3/14/2016 11:00:00 AM,220,24,92
3372868164,3/14/2016 12:00:00 PM,308,30,101
3372868164,3/14/2016 1:00:00 PM,790,47,133
3372868164,3/14/2016 2:00:00 PM,166,18,84
3372868164,3/14/2016 3:00:00 PM,399,24,96
3372868164,3/14/2016 4:00:00 PM,354,29,103
3372868164,3/14/2016 5:00:00 PM,454,23,95
3372868164,3/14/2016 6:00:00 PM,796,41,119
3372868164,3/14/2016 7:00:00 PM,364,17,82
3372868164,3/14/2016 8:00:00 PM,18,3,60
3372868164,3/14/2016 9:00:00 PM,0,2,59
3372868164,3/14/2016 10:00:00 PM,7,6,65
3372868164,3/14/2016 11:00:00 PM,0,1,57
3372868164,3/15/2016 1:00:00 AM,0,1,57
3372868164,3/15/2016 2:00:00 AM,0,1,57
3372868164,3/15/2016 5:00:00 AM,83,7,66
3372868164,3/15/2016 6:00:00 AM,123,13,74
3372868164,3/15/2016 7:00:00 AM,451,25,96
3372868164,3/15/2016 8:00:00 AM,569,21,97
3372868164,3/15/2016 9:00:00 AM,151,9,70
3372868164,3/15/2016 10:00:00 AM,292,35,106
3372868164,3/15/2016 11:00:00 AM,256,16,80
3372868164,3/15/2016 12:00:00 PM,360,22,89
3372868164,3/15/2016 1:00:00 PM,1214,40,124
3372868164,3/15/2016 2:00:00 PM,489,16,88
3372868164,3/15/2016 3:00:00 PM,322,16,82
3372868164,3/15/2016 4:00:00 PM,377,15,82
3372868164,3/15/2016 5:00:00 PM,186,10,71
3372868164,3/15/2016 6:00:00 PM,72,6,65
3372868164,3/15/2016 7:00:00 PM,284,20,86
3372868164,3/15/2016 8:00:00 PM,0,3,60
3372868164,3/15/2016 9:00:00 PM,0,3,60
3372868164,3/16/2016 1:00:00 AM,0,1,57
3372868164,3/16/2016 2:00:00 AM,0,1,58
3372868164,3/16/2016 4:00:00 AM,28,3,60
3372868164,3/16/2016 5:00:00 AM,58,5,63
3372868164,3/16/2016 6:00:00 AM,62,2,59
3372868164,3/16/2016 7:00:00 AM,347,23,92
3372868164,3/16/2016 8:00:00 AM,520,24,97
3372868164,3/16/2016 9:00:00 AM,2056,68,229
3372868164,3/16/2016 10:00:00 AM,867,45,139
3372868164,3/16/2016 11:00:00 AM,1882,50,150
3372868164,3/16/2016 12:00:00 PM,302,20,88
3372868164,3/16/2016 1:00:00 PM,248,10,74
3372868164,3/16/2016 2:00:00 PM,422,24,94
3372868164,3/16/2016 3:00:00 PM,21,15,76
3372868164,3/16/2016 4:00:00 PM,193,16,84
3372868164,3/16/2016 5:00:00 PM,169,11,73
3372868164,3/16/2016 6:00:00 PM,81,3,61
3372868164,3/16/2016 7:00:00 PM,272,21,87
3372868164,3/16/2016 8:00:00 PM,48,9,69
3372868164,3/16/2016 9:00:00 PM,0,5,63
3372868164,3/16/2016 11:00:00 PM,0,1,57
3372868164,3/17/2016 1:00:00 AM,0,1,57
3372868164,3/17/2016 3:00:00 AM,0,2,59
3372868164,3/17/2016 4:00:00 AM,0,1,57
3372868164,3/17/2016 7:00:00 AM,40,6,65
3372868164,3/17/2016 8:00:00 AM,532,23,92
3372868164,3/17/2016 9:00:00 AM,1648,71,200
3372868164,3/17/2016 10:00:00 AM,488,28,99
3372868164,3/17/2016 11:00:00 AM,363,29,101
3372868164,3/17/2016 12:00:00 PM,369,26,96
3372868164,3/17/2016 1:00:00 PM,193,8,70
3372868164,3/17/2016 2:00:00 PM,9,3,60
3372868164,3/17/2016 3:00:00 PM,140,15,78
3372868164,3/17/2016 4:00:00 PM,258,18,85
3372868164,3/17/2016 5:00:00 PM,175,10,71
3372868164,3/17/2016 6:00:00 PM,79,9,69
3372868164,3/17/2016 7:00:00 PM,179,17,81
3372868164,3/17/2016 8:00:00 PM,19,1,58
3372868164,3/17/2016 9:00:00 PM,12,2,59
3372868164,3/18/2016 1:00:00 AM,14,2,59
3372868164,3/18/2016 4:00:00 AM,0,1,57
3372868164,3/18/2016 5:00:00 AM,0,1,57
3372868164,3/18/2016 6:00:00 AM,147,9,69
3372868164,3/18/2016 7:00:00 AM,117,5,64
3372868164,3/18/2016 8:00:00 AM,433,27,97
3372868164,3/18/2016 9:00:00 AM,188,23,89
3372868164,3/18/2016 10:00:00 AM,512,21,96
3372868164,3/18/2016 11:00:00 AM,1729,40,138
3372868164,3/18/2016 12:00:00 PM,602,34,115
3372868164,3/18/2016 1:00:00 PM,1256,30,120
3372868164,3/18/2016 2:00:00 PM,508,35,111
3372868164,3/18/2016 3:00:00 PM,252,18,83
3372868164,3/18/2016 4:00:00 PM,193,10,73
3372868164,3/18/2016 5:00:00 PM,198,12,77
3372868164,3/18/2016 6:00:00 PM,123,8,68
3372868164,3/18/2016 7:00:00 PM,143,21,87
3372868164,3/18/2016 8:00:00 PM,225,11,73
3372868164,3/18/2016 9:00:00 PM,12,8,67
3372868164,3/18/2016 10:00:00 PM,0,5,63
3372868164,3/19/2016 2:00:00 AM,0,2,59
3372868164,3/19/2016 5:00:00 AM,0,1,57
3372868164,3/19/2016 7:00:00 AM,17,3,60
3372868164,3/19/2016 8:00:00 AM,175,7,67
3372868164,3/19/2016 9:00:00 AM,166,11,73
3372868164,3/19/2016 10:00:00 AM,716,33,106
3372868164,3/19/2016 11:00:00 AM,211,29,98
3372868164,3/19/2016 12:00:00 PM,419,31,110
3372868164,3/19/2016 1:00:00 PM,22,13,74
3372868164,3/19/2016 2:00:00 PM,613,26,99
3372868164,3/19/2016 3:00:00 PM,771,38,119
3372868164,3/19/2016 4:00:00 PM,347,29,105
3372868164,3/19/2016 5:00:00 PM,241,21,87
3372868164,3/19/2016 6:00:00 PM,690,29,107
3372868164,3/19/2016 7:00:00 PM,218,16,80
3372868164,3/19/2016 8:00:00 PM,0,1,57
3372868164,3/19/2016 9:00:00 PM,0,4,62
3372868164,3/20/2016 1:00:00 AM,0,2,59
3372868164,3/20/2016 5:00:00 AM,101,9,69
3372868164,3/20/2016 6:00:00 AM,838,36,117
3372868164,3/20/2016 7:00:00 AM,1177,38,131
3372868164,3/20/2016 8:00:00 AM,136,7,68
3372868164,3/20/2016 9:00:00 AM,104,6,66
3372868164,3/20/2016 10:00:00 AM,643,30,110
3372868164,3/20/2016 11:00:00 AM,316,18,86
3372868164,3/20/2016 12:00:00 PM,16,12,72
3372868164,3/20/2016 1:00:00 PM,178,8,70
3372868164,3/20/2016 2:00:00 PM,1064,60,186
3372868164,3/20/2016 3:00:00 PM,621,19,88
3372868164,3/20/2016 4:00:00 PM,437,15,86
3372868164,3/20/2016 5:00:00 PM,695,32,109
3372868164,3/20/2016 6:00:00 PM,637,35,113
3372868164,3/20/2016 7:00:00 PM,392,24,94
3372868164,3/20/2016 8:00:00 PM,76,10,71
3372868164,3/20/2016 9:00:00 PM,491,26,96
3372868164,3/20/2016 10:00:00 PM,15,4,62
3372868164,3/20/2016 11:00:00 PM,0,1,57
3372868164,3/21/2016 4:00:00 AM,0,1,57
3372868164,3/21/2016 5:00:00 AM,7,4,62
3372868164,3/21/2016 6:00:00 AM,65,5,63
3372868164,3/21/2016 7:00:00 AM,158,10,70
3372868164,3/21/2016 8:00:00 AM,429,21,93
3372868164,3/21/2016 9:00:00 AM,336,18,85
3372868164,3/21/2016 10:00:00 AM,1388,61,179
3372868164,3/21/2016 11:00:00 AM,2096,93,253
3372868164,3/21/2016 12:00:00 PM,294,24,91
3372868164,3/21/2016 1:00:00 PM,201,12,74
3372868164,3/21/2016 2:00:00 PM,459,23,96
3372868164,3/21/2016 3:00:00 PM,312,26,97
3372868164,3/21/2016 4:00:00 PM,189,8,71
3372868164,3/21/2016 5:00:00 PM,147,12,74
3372868164,3/21/2016 6:00:00 PM,116,10,71
3372868164,3/21/2016 7:00:00 PM,356,27,98
3372868164,3/21/2016 8:00:00 PM,324,18,84
3372868164,3/21/2016 10:00:00 PM,9,4,61
3372868164,3/22/2016 3:00:00 AM,0,1,57
3372868164,3/22/2016 5:00:00 AM,0,1,57
3372868164,3/22/2016 7:00:00 AM,128,8,68
3372868164,3/22/2016 8:00:00 AM,83,4,63
3372868164,3/22/2016 9:00:00 AM,177,22,88
3372868164,3/22/2016 10:00:00 AM,272,24,93
3372868164,3/22/2016 11:00:00 AM,363,23,95
3372868164,3/22/2016 12:00:00 PM,202,17,84
3372868164,3/22/2016 1:00:00 PM,168,7,69
3372868164,3/22/2016 2:00:00 PM,496,21,94
3372868164,3/22/2016 3:00:00 PM,591,16,88
3372868164,3/22/2016 4:00:00 PM,149,13,75
3372868164,3/22/2016 5:00:00 PM,199,13,76
3372868164,3/22/2016 6:00:00 PM,642,41,127
3372868164,3/22/2016 7:00:00 PM,181,17,81
3372868164,3/22/2016 8:00:00 PM,115,13,74
3372868164,3/22/2016 9:00:00 PM,51,6,65
3372868164,3/22/2016 10:00:00 PM,210,20,85
3372868164,3/22/2016 11:00:00 PM,15,2,60
3372868164,3/23/2016 4:00:00 AM,0,1,57
3372868164,3/23/2016 5:00:00 AM,0,1,58
3372868164,3/23/2016 6:00:00 AM,0,1,57
3372868164,3/23/2016 7:00:00 AM,0,1,57
3372868164,3/23/2016 8:00:00 AM,45,4,62
3372868164,3/23/2016 9:00:00 AM,142,7,67
3372868164,3/23/2016 10:00:00 AM,284,11,76
3372868164,3/23/2016 11:00:00 AM,898,49,151
3372868164,3/23/2016 12:00:00 PM,1010,55,167
3372868164,3/23/2016 1:00:00 PM,141,13,77
3372868164,3/23/2016 2:00:00 PM,347,23,91
3372868164,3/23/2016 3:00:00 PM,470,21,98
3372868164,3/23/2016 4:00:00 PM,355,21,89
3372868164,3/23/2016 5:00:00 PM,313,24,94
3372868164,3/23/2016 6:00:00 PM,466,27,99
3372868164,3/23/2016 7:00:00 PM,217,12,77
3372868164,3/23/2016 8:00:00 PM,191,13,76
3372868164,3/23/2016 9:00:00 PM,18,7,66
3372868164,3/23/2016 10:00:00 PM,8,2,59
3372868164,3/23/2016 11:00:00 PM,0,2,59
3372868164,3/24/2016 3:00:00 AM,0,1,57
3372868164,3/24/2016 4:00:00 AM,0,1,57
3372868164,3/24/2016 5:00:00 AM,107,7,66
3372868164,3/24/2016 6:00:00 AM,168,8,68
3372868164,3/24/2016 7:00:00 AM,1810,78,228
3372868164,3/24/2016 8:00:00 AM,387,24,100
3372868164,3/24/2016 9:00:00 AM,314,31,106
3372868164,3/24/2016 10:00:00 AM,78,5,64
3372868164,3/24/2016 11:00:00 AM,589,28,103
3372868164,3/24/2016 12:00:00 PM,295,13,76
3372868164,3/24/2016 1:00:00 PM,152,8,68
3372868164,3/24/2016 2:00:00 PM,630,29,104
3372868164,3/24/2016 3:00:00 PM,740,31,108
3372868164,3/24/2016 4:00:00 PM,265,13,78
3372868164,3/24/2016 5:00:00 PM,69,11,72
3372868164,3/24/2016 6:00:00 PM,29,5,63
3372868164,3/24/2016 7:00:00 PM,237,23,90
3372868164,3/24/2016 8:00:00 PM,287,11,75
3372868164,3/24/2016 9:00:00 PM,163,13,75
3372868164,3/24/2016 10:00:00 PM,10,1,58
3372868164,3/25/2016 2:00:00 AM,0,1,57
3372868164,3/25/2016 4:00:00 AM,0,2,59
3372868164,3/25/2016 6:00:00 AM,0,2,59
3372868164,3/25/2016 7:00:00 AM,118,8,68
3372868164,3/25/2016 8:00:00 AM,353,23,90
3372868164,3/25/2016 9:00:00 AM,2330,73,236
3372868164,3/25/2016 10:00:00 AM,202,21,88
3372868164,3/25/2016 11:00:00 AM,19,6,64
3372868164,3/25/2016 12:00:00 PM,148,19,84
3372868164,3/25/2016 1:00:00 PM,143,20,85
3372868164,3/25/2016 2:00:00 PM,402,39,115
3372868164,3/25/2016 3:00:00 PM,358,29,100
3372868164,3/25/2016 4:00:00 PM,345,25,95
3372868164,3/25/2016 5:00:00 PM,229,18,82
3372868164,3/25/2016 6:00:00 PM,152,10,71
3372868164,3/25/2016 7:00:00 PM,42,2,59
3372868164,3/25/2016 8:00:00 PM,41,3,61
3372868164,3/25/2016 9:00:00 PM,278,14,80
3372868164,3/25/2016 10:00:00 PM,36,7,67
3372868164,3/26/2016 3:00:00 AM,10,2,59
3372868164,3/26/2016 7:00:00 AM,151,11,73
3372868164,3/26/2016 8:00:00 AM,723,29,110
3372868164,3/26/2016 9:00:00 AM,1149,31,126
3372868164,3/26/2016 10:00:00 AM,633,30,109
3372868164,3/26/2016 11:00:00 AM,976,35,117
3372868164,3/26/2016 12:00:00 PM,136,19,84
3372868164,3/26/2016 1:00:00 PM,88,11,72
3372868164,3/26/2016 2:00:00 PM,480,28,100
3372868164,3/26/2016 3:00:00 PM,213,21,86
3372868164,3/26/2016 4:00:00 PM,182,19,85
3372868164,3/26/2016 5:00:00 PM,428,23,94
3372868164,3/26/2016 6:00:00 PM,135,5,65
3372868164,3/26/2016 7:00:00 PM,133,10,71
3372868164,3/26/2016 8:00:00 PM,246,15,78
3372868164,3/26/2016 9:00:00 PM,17,5,63
3372868164,3/27/2016 4:00:00 AM,190,12,76
3372868164,3/27/2016 5:00:00 AM,444,21,92
3372868164,3/27/2016 6:00:00 AM,413,13,84
3372868164,3/27/2016 7:00:00 AM,605,23,97
3372868164,3/27/2016 8:00:00 AM,284,24,90
3372868164,3/27/2016 9:00:00 AM,323,16,85
3372868164,3/27/2016 10:00:00 AM,103,4,64
3372868164,3/27/2016 11:00:00 AM,622,24,100
3372868164,3/27/2016 12:00:00 PM,291,25,94
3372868164,3/27/2016 1:00:00 PM,1225,34,129
3372868164,3/27/2016 2:00:00 PM,313,14,79
3372868164,3/27/2016 3:00:00 PM,629,29,106
3372868164,3/27/2016 4:00:00 PM,2043,74,228
3372868164,3/27/2016 5:00:00 PM,420,34,109
3372868164,3/27/2016 6:00:00 PM,444,27,99
3372868164,3/27/2016 7:00:00 PM,231,19,84
3372868164,3/27/2016 8:00:00 PM,55,6,65
3372868164,3/27/2016 11:00:00 PM,0,1,57
3372868164,3/28/2016 12:00:00 AM,0,2,59
3372868164,3/28/2016 2:00:00 AM,35,3,61
3372868164,3/28/2016 3:00:00 AM,0,1,57
3372868164,3/28/2016 5:00:00 AM,60,9,69
3372868164,3/28/2016 6:00:00 AM,70,6,64
3372868164,3/28/2016 7:00:00 AM,633,29,106
3372868164,3/28/2016 8:00:00 AM,457,32,106
3372868164,3/28/2016 9:00:00 AM,304,14,79
3372868164,3/28/2016 10:00:00 AM,150,9,71
3372868164,3/28/2016 11:00:00 AM,520,27,98
3372868164,3/28/2016 12:00:00 PM,347,20,88
3372868164,3/28/2016 1:00:00 PM,343,16,82
3372868164,3/28/2016 2:00:00 PM,548,21,95
3372868164,3/28/2016 3:00:00 PM,298,21,87
3372868164,3/28/2016 4:00:00 PM,272,19,87
3372868164,3/28/2016 5:00:00 PM,218,13,77
3372868164,3/28/2016 6:00:00 PM,524,35,109
3372868164,3/28/2016 7:00:00 PM,207,16,81
3372868164,3/28/2016 8:00:00 PM,310,15,78
3372868164,3/28/2016 10:00:00 PM,45,5,63
3372868164,3/29/2016 2:00:00 AM,0,1,57
3372868164,3/29/2016 4:00:00 AM,0,1,57
3372868164,3/29/2016 7:00:00 AM,56,6,64
3372868164,3/29/2016 8:00:00 AM,149,5,64
3372868164,3/29/2016 9:00:00 AM,431,22,90
3372868164,3/29/2016 10:00:00 AM,1526,48,207
