Id,ActivityHour,TotalIntensity
2347167796,3/27/2016 8:00:00 PM,25
2347167796,3/27/2016 9:00:00 PM,8
2347167796,3/27/2016 10:00:00 PM,1
2347167796,3/27/2016 11:00:00 PM,1
2347167796,3/28/2016 2:00:00 AM,1
2347167796,3/28/2016 6:00:00 AM,2
2347167796,3/28/2016 7:00:00 AM,14
2347167796,3/28/2016 8:00:00 AM,25
2347167796,3/28/2016 9:00:00 AM,12
2347167796,3/28/2016 11:00:00 AM,16
2347167796,3/28/2016 12:00:00 PM,10
2347167796,3/28/2016 1:00:00 PM,14
2347167796,3/28/2016 2:00:00 PM,14
2347167796,3/28/2016 3:00:00 PM,7
2347167796,3/28/2016 4:00:00 PM,10
2347167796,3/28/2016 5:00:00 PM,3
2347167796,3/28/2016 6:00:00 PM,35
2347167796,3/28/2016 7:00:00 PM,39
2347167796,3/28/2016 8:00:00 PM,14
2347167796,3/28/2016 9:00:00 PM,13
2347167796,3/29/2016 12:00:00 AM,2
2347167796,3/29/2016 4:00:00 AM,1
2347167796,3/29/2016 6:00:00 AM,15
2347167796,3/29/2016 7:00:00 AM,73
2347167796,3/29/2016 8:00:00 AM,26
2347167796,3/29/2016 9:00:00 AM,7
2347167796,3/29/2016 10:00:00 AM,9
2347167796,3/29/2016 11:00:00 AM,12
2347167796,3/29/2016 12:00:00 PM,8
2347167796,3/29/2016 1:00:00 PM,61
2347167796,3/29/2016 2:00:00 PM,7
2347167796,3/29/2016 3:00:00 PM,16
2347167796,3/29/2016 4:00:00 PM,7
2347167796,3/29/2016 5:00:00 PM,12
2347167796,3/29/2016 6:00:00 PM,32
2347167796,3/29/2016 7:00:00 PM,4
2347167796,3/29/2016 8:00:00 PM,4
2347167796,3/29/2016 9:00:00 PM,32
2347167796,3/29/2016 10:00:00 PM,2
2347167796,3/30/2016 5:00:00 AM,3
2347167796,3/30/2016 6:00:00 AM,3
2347167796,3/30/2016 7:00:00 AM,10
2347167796,3/30/2016 8:00:00 AM,52
2347167796,3/30/2016 9:00:00 AM,20
2347167796,3/30/2016 10:00:00 AM,13
2347167796,3/30/2016 11:00:00 AM,28
2347167796,3/30/2016 12:00:00 PM,17
2347167796,3/30/2016 1:00:00 PM,9
2347167796,3/30/2016 2:00:00 PM,10
2347167796,3/30/2016 3:00:00 PM,17
2347167796,3/30/2016 4:00:00 PM,10
2347167796,3/30/2016 5:00:00 PM,14
2347167796,3/30/2016 6:00:00 PM,62
2347167796,3/30/2016 7:00:00 PM,27
2347167796,3/30/2016 8:00:00 PM,11
2347167796,3/30/2016 9:00:00 PM,43
2347167796,3/30/2016 10:00:00 PM,39
2347167796,3/31/2016 12:00:00 AM,1
2347167796,3/31/2016 5:00:00 AM,1
2347167796,3/31/2016 7:00:00 AM,19
2347167796,3/31/2016 8:00:00 AM,24
2347167796,3/31/2016 9:00:00 AM,4
2347167796,3/31/2016 10:00:00 AM,28
2347167796,3/31/2016 11:00:00 AM,3
2347167796,3/31/2016 12:00:00 PM,14
2347167796,3/31/2016 1:00:00 PM,17
2347167796,3/31/2016 2:00:00 PM,9
2347167796,3/31/2016 3:00:00 PM,1
2347167796,3/31/2016 4:00:00 PM,8
2347167796,3/31/2016 5:00:00 PM,20
2347167796,3/31/2016 6:00:00 PM,38
2347167796,3/31/2016 7:00:00 PM,19
2347167796,3/31/2016 8:00:00 PM,25
2347167796,3/31/2016 9:00:00 PM,19
2347167796,4/1/2016 12:00:00 AM,2
2347167796,4/1/2016 6:00:00 AM,6
2347167796,4/1/2016 7:00:00 AM,61
2347167796,4/1/2016 8:00:00 AM,32
2347167796,4/1/2016 9:00:00 AM,4
2347167796,4/1/2016 10:00:00 AM,16
2347167796,4/1/2016 11:00:00 AM,10
2347167796,4/1/2016 12:00:00 PM,15
2347167796,4/1/2016 1:00:00 PM,35
2347167796,4/1/2016 2:00:00 PM,6
2347167796,4/1/2016 3:00:00 PM,11
2347167796,4/1/2016 4:00:00 PM,17
2347167796,4/1/2016 5:00:00 PM,7
2347167796,4/1/2016 6:00:00 PM,25
2347167796,4/1/2016 7:00:00 PM,8
2347167796,4/1/2016 8:00:00 PM,9
2347167796,4/1/2016 10:00:00 PM,2
2347167796,4/1/2016 11:00:00 PM,12
2347167796,4/2/2016 12:00:00 AM,3
2347167796,4/2/2016 4:00:00 AM,2
2347167796,4/2/2016 7:00:00 AM,1
2347167796,4/2/2016 8:00:00 AM,15
2347167796,4/2/2016 9:00:00 AM,32
2347167796,4/2/2016 10:00:00 AM,149
2347167796,4/2/2016 11:00:00 AM,29
2347167796,4/2/2016 12:00:00 PM,41
2347167796,4/2/2016 1:00:00 PM,15
2347167796,4/2/2016 2:00:00 PM,25
2347167796,4/2/2016 3:00:00 PM,30
2347167796,4/2/2016 4:00:00 PM,33
2347167796,4/2/2016 5:00:00 PM,40
2347167796,4/2/2016 6:00:00 PM,42
2347167796,4/2/2016 7:00:00 PM,11
2347167796,4/2/2016 8:00:00 PM,18
2347167796,4/2/2016 9:00:00 PM,23
2347167796,4/2/2016 10:00:00 PM,2
2347167796,4/2/2016 11:00:00 PM,1
2347167796,4/3/2016 12:00:00 AM,5
2347167796,4/3/2016 7:00:00 AM,1
2347167796,4/3/2016 8:00:00 AM,2
2347167796,4/3/2016 9:00:00 AM,26
2347167796,4/3/2016 10:00:00 AM,21
2347167796,4/3/2016 11:00:00 AM,33
2347167796,4/3/2016 12:00:00 PM,5
2347167796,4/3/2016 1:00:00 PM,29
2347167796,4/3/2016 2:00:00 PM,20
2347167796,4/3/2016 3:00:00 PM,22
2347167796,4/3/2016 4:00:00 PM,35
2347167796,4/3/2016 5:00:00 PM,6
2347167796,4/3/2016 6:00:00 PM,36
2347167796,4/3/2016 7:00:00 PM,41
2347167796,4/3/2016 8:00:00 PM,27
2347167796,4/3/2016 9:00:00 PM,13
2347167796,4/3/2016 11:00:00 PM,2
2347167796,4/4/2016 5:00:00 AM,3
2347167796,4/4/2016 6:00:00 AM,8
2347167796,4/4/2016 7:00:00 AM,9
2347167796,4/4/2016 8:00:00 AM,25
2347167796,4/4/2016 9:00:00 AM,2
2347167796,4/4/2016 10:00:00 AM,8
2347167796,4/4/2016 11:00:00 AM,4
2347167796,4/4/2016 12:00:00 PM,17
2347167796,4/4/2016 1:00:00 PM,44
2347167796,4/4/2016 2:00:00 PM,7
2347167796,4/4/2016 3:00:00 PM,2
2347167796,4/4/2016 4:00:00 PM,16
2347167796,4/4/2016 5:00:00 PM,25
2347167796,4/4/2016 6:00:00 PM,19
2347167796,4/4/2016 7:00:00 PM,23
2347167796,4/4/2016 8:00:00 PM,81
2347167796,4/4/2016 9:00:00 PM,50
2347167796,4/4/2016 11:00:00 PM,1
2347167796,4/5/2016 12:00:00 AM,2
2347167796,4/5/2016 1:00:00 AM,1
2347167796,4/5/2016 6:00:00 AM,1
2347167796,4/5/2016 7:00:00 AM,26
2347167796,4/5/2016 8:00:00 AM,36
2347167796,4/5/2016 9:00:00 AM,10
2347167796,4/5/2016 10:00:00 AM,10
2347167796,4/5/2016 11:00:00 AM,16
2347167796,4/5/2016 12:00:00 PM,19
2347167796,4/5/2016 1:00:00 PM,12
2347167796,4/5/2016 2:00:00 PM,20
2347167796,4/5/2016 3:00:00 PM,8
2347167796,4/5/2016 4:00:00 PM,8
2347167796,4/5/2016 5:00:00 PM,15
2347167796,4/5/2016 6:00:00 PM,27
2347167796,4/5/2016 7:00:00 PM,24
2347167796,4/5/2016 8:00:00 PM,46
2347167796,4/5/2016 9:00:00 PM,53
2347167796,4/5/2016 10:00:00 PM,6
2347167796,4/5/2016 11:00:00 PM,1
2347167796,4/6/2016 2:00:00 AM,1
2347167796,4/6/2016 6:00:00 AM,1
2347167796,4/6/2016 7:00:00 AM,79
2347167796,4/6/2016 8:00:00 AM,27
2347167796,4/6/2016 9:00:00 AM,8
2347167796,4/6/2016 10:00:00 AM,6
2347167796,4/6/2016 11:00:00 AM,6
2347167796,4/6/2016 12:00:00 PM,8
2347167796,4/6/2016 1:00:00 PM,17
2347167796,4/6/2016 2:00:00 PM,5
2347167796,4/6/2016 3:00:00 PM,7
2347167796,4/6/2016 4:00:00 PM,8
2347167796,4/6/2016 5:00:00 PM,9
2347167796,4/6/2016 6:00:00 PM,53
2347167796,4/6/2016 7:00:00 PM,71
2347167796,4/6/2016 8:00:00 PM,6
2347167796,4/6/2016 9:00:00 PM,12
2347167796,4/6/2016 10:00:00 PM,6
2347167796,4/7/2016 7:00:00 AM,21
2347167796,4/7/2016 8:00:00 AM,23
2347167796,4/7/2016 9:00:00 AM,11
2347167796,4/7/2016 10:00:00 AM,12
2347167796,4/7/2016 11:00:00 AM,13
2347167796,4/7/2016 12:00:00 PM,35
2347167796,4/7/2016 1:00:00 PM,49
2347167796,4/7/2016 2:00:00 PM,28
2347167796,4/7/2016 3:00:00 PM,19
2347167796,4/7/2016 4:00:00 PM,27
2347167796,4/7/2016 5:00:00 PM,18
2347167796,4/7/2016 6:00:00 PM,33
2347167796,4/7/2016 7:00:00 PM,80
2347167796,4/7/2016 8:00:00 PM,18
2347167796,4/7/2016 9:00:00 PM,11
2347167796,4/7/2016 10:00:00 PM,26
2347167796,4/8/2016 6:00:00 AM,1
2347167796,4/8/2016 7:00:00 AM,23
2347167796,4/8/2016 8:00:00 AM,23
2347167796,4/8/2016 9:00:00 AM,14
2347167796,4/8/2016 10:00:00 AM,12
2347167796,4/8/2016 11:00:00 AM,13
2347167796,4/8/2016 12:00:00 PM,18
2347167796,4/8/2016 1:00:00 PM,30
2347167796,4/8/2016 2:00:00 PM,4
2347167796,4/8/2016 3:00:00 PM,21
2347167796,4/8/2016 4:00:00 PM,17
2347167796,4/8/2016 5:00:00 PM,6
2347167796,4/8/2016 6:00:00 PM,36
2347167796,4/8/2016 7:00:00 PM,35
2347167796,4/8/2016 8:00:00 PM,26
2347167796,4/8/2016 9:00:00 PM,40
2347167796,4/8/2016 10:00:00 PM,12
2347167796,4/8/2016 11:00:00 PM,3
2347167796,4/9/2016 7:00:00 AM,7
2347167796,4/9/2016 8:00:00 AM,26
2347167796,4/9/2016 9:00:00 AM,22
2347167796,4/9/2016 10:00:00 AM,48
2347167796,4/9/2016 11:00:00 AM,66
2347167796,4/9/2016 12:00:00 PM,34
2347167796,4/9/2016 1:00:00 PM,6
2347167796,4/9/2016 2:00:00 PM,25
2347167796,4/9/2016 3:00:00 PM,35
2347167796,4/9/2016 4:00:00 PM,30
2347167796,4/9/2016 5:00:00 PM,79
2347167796,4/9/2016 6:00:00 PM,42
2347167796,4/9/2016 7:00:00 PM,31
2347167796,4/9/2016 8:00:00 PM,6
2347167796,4/9/2016 9:00:00 PM,24
2347167796,4/9/2016 10:00:00 PM,16
2347167796,4/9/2016 11:00:00 PM,16
2347167796,4/10/2016 1:00:00 AM,1
2347167796,4/10/2016 2:00:00 AM,1
2347167796,4/10/2016 4:00:00 AM,2
2347167796,4/10/2016 7:00:00 AM,1
2347167796,4/10/2016 9:00:00 AM,8
2347167796,4/10/2016 10:00:00 AM,37
2347167796,4/10/2016 11:00:00 AM,30
2347167796,4/10/2016 12:00:00 PM,11
2347167796,4/10/2016 1:00:00 PM,32
2347167796,4/10/2016 2:00:00 PM,37
2347167796,4/10/2016 3:00:00 PM,16
2347167796,4/10/2016 4:00:00 PM,9
2347167796,4/10/2016 5:00:00 PM,14
2347167796,4/10/2016 6:00:00 PM,26
2347167796,4/10/2016 7:00:00 PM,49
2347167796,4/10/2016 8:00:00 PM,49
2347167796,4/10/2016 9:00:00 PM,20
2347167796,4/10/2016 10:00:00 PM,2
2347167796,4/11/2016 1:00:00 AM,5
2347167796,4/11/2016 2:00:00 AM,2
2347167796,4/11/2016 6:00:00 AM,11
2347167796,4/11/2016 7:00:00 AM,93
2347167796,4/11/2016 8:00:00 AM,20
2347167796,4/11/2016 9:00:00 AM,10
2347167796,4/11/2016 10:00:00 AM,8
2347167796,4/11/2016 11:00:00 AM,11
2347167796,4/11/2016 12:00:00 PM,14
2347167796,4/11/2016 1:00:00 PM,4
2347167796,4/11/2016 2:00:00 PM,2
2347167796,4/11/2016 3:00:00 PM,10
2347167796,4/11/2016 4:00:00 PM,9
2347167796,4/11/2016 5:00:00 PM,10
2347167796,4/11/2016 6:00:00 PM,66
2347167796,4/11/2016 7:00:00 PM,14
2347167796,4/11/2016 8:00:00 PM,19
2347167796,4/11/2016 9:00:00 PM,7
2873212765,3/12/2016 7:00:00 AM,90
2873212765,3/12/2016 8:00:00 AM,71
2873212765,3/12/2016 9:00:00 AM,21
2873212765,3/12/2016 10:00:00 AM,41
2873212765,3/12/2016 11:00:00 AM,20
2873212765,3/12/2016 12:00:00 PM,41
2873212765,3/12/2016 1:00:00 PM,32
2873212765,3/12/2016 2:00:00 PM,3
2873212765,3/12/2016 3:00:00 PM,4
2873212765,3/12/2016 4:00:00 PM,39
2873212765,3/12/2016 5:00:00 PM,6
2873212765,3/12/2016 6:00:00 PM,13
2873212765,3/12/2016 7:00:00 PM,9
2873212765,3/13/2016 7:00:00 AM,7
2873212765,3/13/2016 8:00:00 AM,168
2873212765,3/13/2016 9:00:00 AM,42
2873212765,3/13/2016 10:00:00 AM,25
2873212765,3/13/2016 11:00:00 AM,38
2873212765,3/13/2016 12:00:00 PM,31
2873212765,3/13/2016 1:00:00 PM,1
2873212765,3/13/2016 2:00:00 PM,30
2873212765,3/13/2016 3:00:00 PM,39
2873212765,3/13/2016 4:00:00 PM,41
2873212765,3/13/2016 5:00:00 PM,10
2873212765,3/13/2016 6:00:00 PM,6
2873212765,3/13/2016 7:00:00 PM,5
2873212765,3/13/2016 8:00:00 PM,60
2873212765,3/14/2016 5:00:00 AM,19
2873212765,3/14/2016 6:00:00 AM,9
2873212765,3/14/2016 7:00:00 AM,31
2873212765,3/14/2016 8:00:00 AM,39
2873212765,3/14/2016 9:00:00 AM,37
2873212765,3/14/2016 10:00:00 AM,36
2873212765,3/14/2016 11:00:00 AM,24
2873212765,3/14/2016 12:00:00 PM,47
2873212765,3/14/2016 1:00:00 PM,34
2873212765,3/14/2016 2:00:00 PM,9
2873212765,3/14/2016 3:00:00 PM,34
2873212765,3/14/2016 4:00:00 PM,16
2873212765,3/14/2016 5:00:00 PM,33
2873212765,3/14/2016 6:00:00 PM,13
2873212765,3/14/2016 7:00:00 PM,5
2873212765,3/14/2016 8:00:00 PM,14
2873212765,3/15/2016 5:00:00 AM,20
2873212765,3/15/2016 6:00:00 AM,7
2873212765,3/15/2016 7:00:00 AM,26
2873212765,3/15/2016 8:00:00 AM,30
2873212765,3/15/2016 9:00:00 AM,38
2873212765,3/15/2016 10:00:00 AM,25
2873212765,3/15/2016 11:00:00 AM,10
2873212765,3/15/2016 12:00:00 PM,39
2873212765,3/15/2016 1:00:00 PM,63
2873212765,3/15/2016 2:00:00 PM,29
2873212765,3/15/2016 3:00:00 PM,17
2873212765,3/15/2016 4:00:00 PM,14
2873212765,3/15/2016 8:00:00 PM,3
2873212765,3/16/2016 5:00:00 AM,29
2873212765,3/16/2016 6:00:00 AM,8
2873212765,3/16/2016 7:00:00 AM,26
2873212765,3/16/2016 8:00:00 AM,32
2873212765,3/16/2016 9:00:00 AM,54
2873212765,3/16/2016 10:00:00 AM,26
2873212765,3/16/2016 11:00:00 AM,22
2873212765,3/16/2016 12:00:00 PM,33
2873212765,3/16/2016 1:00:00 PM,28
2873212765,3/16/2016 2:00:00 PM,4
2873212765,3/16/2016 3:00:00 PM,9
2873212765,3/16/2016 4:00:00 PM,37
2873212765,3/16/2016 5:00:00 PM,40
2873212765,3/16/2016 6:00:00 PM,14
2873212765,3/16/2016 7:00:00 PM,42
2873212765,3/16/2016 8:00:00 PM,5
2873212765,3/16/2016 10:00:00 PM,12
2873212765,3/17/2016 6:00:00 AM,20
2873212765,3/17/2016 7:00:00 AM,36
2873212765,3/17/2016 8:00:00 AM,42
2873212765,3/17/2016 9:00:00 AM,35
2873212765,3/17/2016 10:00:00 AM,39
2873212765,3/17/2016 11:00:00 AM,8
2873212765,3/17/2016 12:00:00 PM,20
2873212765,3/17/2016 1:00:00 PM,30
2873212765,3/17/2016 2:00:00 PM,39
2873212765,3/17/2016 3:00:00 PM,37
2873212765,3/17/2016 4:00:00 PM,37
2873212765,3/17/2016 5:00:00 PM,89
2873212765,3/17/2016 6:00:00 PM,15
2873212765,3/17/2016 7:00:00 PM,7
2873212765,3/17/2016 8:00:00 PM,12
2873212765,3/18/2016 5:00:00 AM,20
2873212765,3/18/2016 6:00:00 AM,6
2873212765,3/18/2016 7:00:00 AM,46
2873212765,3/18/2016 8:00:00 AM,29
2873212765,3/18/2016 9:00:00 AM,42
2873212765,3/18/2016 10:00:00 AM,28
2873212765,3/18/2016 11:00:00 AM,29
2873212765,3/18/2016 12:00:00 PM,39
2873212765,3/18/2016 1:00:00 PM,20
2873212765,3/18/2016 2:00:00 PM,29
2873212765,3/18/2016 3:00:00 PM,7
2873212765,3/18/2016 4:00:00 PM,148
2873212765,3/18/2016 5:00:00 PM,69
2873212765,3/18/2016 6:00:00 PM,22
2873212765,3/18/2016 7:00:00 PM,24
2873212765,3/18/2016 8:00:00 PM,2
2873212765,3/18/2016 9:00:00 PM,20
2873212765,3/18/2016 10:00:00 PM,2
2873212765,3/19/2016 6:00:00 AM,1
2873212765,3/19/2016 8:00:00 AM,8
2873212765,3/19/2016 9:00:00 AM,42
2873212765,3/19/2016 10:00:00 AM,74
2873212765,3/19/2016 11:00:00 AM,40
2873212765,3/19/2016 12:00:00 PM,51
2873212765,3/19/2016 1:00:00 PM,21
2873212765,3/19/2016 2:00:00 PM,26
2873212765,3/19/2016 3:00:00 PM,43
2873212765,3/19/2016 4:00:00 PM,30
2873212765,3/19/2016 5:00:00 PM,6
2873212765,3/19/2016 6:00:00 PM,9
2873212765,3/19/2016 7:00:00 PM,11
2873212765,3/19/2016 8:00:00 PM,7
2873212765,3/19/2016 9:00:00 PM,5
2873212765,3/19/2016 10:00:00 PM,8
2873212765,3/19/2016 11:00:00 PM,6
2873212765,3/20/2016 7:00:00 AM,6
2873212765,3/20/2016 8:00:00 AM,4
2873212765,3/20/2016 9:00:00 AM,3
2873212765,3/20/2016 10:00:00 AM,13
2873212765,3/20/2016 11:00:00 AM,22
2873212765,3/20/2016 12:00:00 PM,32
2873212765,3/20/2016 1:00:00 PM,24
2873212765,3/20/2016 2:00:00 PM,37
2873212765,3/20/2016 3:00:00 PM,43
2873212765,3/20/2016 4:00:00 PM,52
2873212765,3/20/2016 5:00:00 PM,15
2873212765,3/20/2016 6:00:00 PM,35
2873212765,3/20/2016 7:00:00 PM,7
2873212765,3/20/2016 8:00:00 PM,13
2873212765,3/21/2016 5:00:00 AM,18
2873212765,3/21/2016 6:00:00 AM,15
2873212765,3/21/2016 7:00:00 AM,25
2873212765,3/21/2016 8:00:00 AM,45
2873212765,3/21/2016 9:00:00 AM,48
2873212765,3/21/2016 10:00:00 AM,35
2873212765,3/21/2016 11:00:00 AM,10
2873212765,3/21/2016 12:00:00 PM,58
2873212765,3/21/2016 1:00:00 PM,31
2873212765,3/21/2016 2:00:00 PM,5
2873212765,3/21/2016 3:00:00 PM,17
2873212765,3/21/2016 4:00:00 PM,23
2873212765,3/21/2016 5:00:00 PM,22
2873212765,3/21/2016 6:00:00 PM,11
2873212765,3/21/2016 7:00:00 PM,8
2873212765,3/21/2016 8:00:00 PM,7
2873212765,3/22/2016 5:00:00 AM,19
2873212765,3/22/2016 6:00:00 AM,7
2873212765,3/22/2016 7:00:00 AM,26
2873212765,3/22/2016 8:00:00 AM,21
2873212765,3/22/2016 9:00:00 AM,26
2873212765,3/22/2016 10:00:00 AM,18
2873212765,3/22/2016 11:00:00 AM,5
2873212765,3/22/2016 12:00:00 PM,56
2873212765,3/22/2016 1:00:00 PM,31
2873212765,3/22/2016 2:00:00 PM,10
2873212765,3/22/2016 3:00:00 PM,1
2873212765,3/22/2016 4:00:00 PM,14
2873212765,3/22/2016 5:00:00 PM,12
2873212765,3/22/2016 6:00:00 PM,18
2873212765,3/22/2016 7:00:00 PM,23
2873212765,3/22/2016 8:00:00 PM,12
2873212765,3/22/2016 9:00:00 PM,19
2873212765,3/22/2016 10:00:00 PM,12
2873212765,3/23/2016 5:00:00 AM,26
2873212765,3/23/2016 6:00:00 AM,17
2873212765,3/23/2016 7:00:00 AM,55
2873212765,3/23/2016 8:00:00 AM,34
2873212765,3/23/2016 9:00:00 AM,46
2873212765,3/23/2016 10:00:00 AM,70
2873212765,3/23/2016 11:00:00 AM,26
2873212765,3/23/2016 12:00:00 PM,34
2873212765,3/23/2016 1:00:00 PM,34
2873212765,3/23/2016 2:00:00 PM,18
2873212765,3/23/2016 3:00:00 PM,21
2873212765,3/23/2016 4:00:00 PM,38
2873212765,3/23/2016 5:00:00 PM,47
2873212765,3/23/2016 6:00:00 PM,47
2873212765,3/23/2016 7:00:00 PM,24
2873212765,3/23/2016 8:00:00 PM,9
2873212765,3/23/2016 9:00:00 PM,2
2873212765,3/23/2016 10:00:00 PM,7
2873212765,3/24/2016 6:00:00 AM,15
2873212765,3/24/2016 7:00:00 AM,45
2873212765,3/24/2016 8:00:00 AM,6
2873212765,3/24/2016 9:00:00 AM,31
2873212765,3/24/2016 10:00:00 AM,23
2873212765,3/24/2016 11:00:00 AM,20
2873212765,3/24/2016 12:00:00 PM,34
2873212765,3/24/2016 1:00:00 PM,24
2873212765,3/24/2016 2:00:00 PM,29
2873212765,3/24/2016 3:00:00 PM,21
2873212765,3/24/2016 4:00:00 PM,22
2873212765,3/24/2016 5:00:00 PM,14
2873212765,3/24/2016 6:00:00 PM,3
2873212765,3/24/2016 7:00:00 PM,33
2873212765,3/24/2016 8:00:00 PM,37
2873212765,3/24/2016 9:00:00 PM,24
2873212765,3/25/2016 5:00:00 AM,26
2873212765,3/25/2016 6:00:00 AM,1
2873212765,3/25/2016 7:00:00 AM,4
2873212765,3/25/2016 8:00:00 AM,10
2873212765,3/25/2016 9:00:00 AM,1
2873212765,3/25/2016 10:00:00 AM,3
2873212765,3/25/2016 11:00:00 AM,7
2873212765,3/25/2016 12:00:00 PM,11
2873212765,3/25/2016 1:00:00 PM,14
2873212765,3/25/2016 2:00:00 PM,1
2873212765,3/25/2016 3:00:00 PM,7
2873212765,3/25/2016 4:00:00 PM,23
2873212765,3/25/2016 5:00:00 PM,18
2873212765,3/25/2016 6:00:00 PM,1
2873212765,3/25/2016 7:00:00 PM,4
2873212765,3/25/2016 8:00:00 PM,7
2873212765,3/25/2016 9:00:00 PM,14
2873212765,3/25/2016 10:00:00 PM,10
2873212765,3/25/2016 11:00:00 PM,10
2873212765,3/26/2016 6:00:00 AM,2
2873212765,3/26/2016 7:00:00 AM,16
2873212765,3/26/2016 8:00:00 AM,8
2873212765,3/26/2016 9:00:00 AM,17
2873212765,3/26/2016 10:00:00 AM,18
2873212765,3/26/2016 11:00:00 AM,12
2873212765,3/26/2016 12:00:00 PM,11
2873212765,3/26/2016 3:00:00 PM,32
2873212765,3/26/2016 4:00:00 PM,18
2873212765,3/26/2016 5:00:00 PM,6
2873212765,3/26/2016 6:00:00 PM,24
2873212765,3/26/2016 7:00:00 PM,15
2873212765,3/26/2016 8:00:00 PM,17
2873212765,3/26/2016 9:00:00 PM,17
2873212765,3/26/2016 10:00:00 PM,26
2873212765,3/26/2016 11:00:00 PM,16
2873212765,3/27/2016 8:00:00 AM,1
2873212765,3/27/2016 5:00:00 PM,1
2873212765,3/27/2016 10:00:00 PM,1
2873212765,3/28/2016 7:00:00 AM,28
2873212765,3/28/2016 8:00:00 AM,60
2873212765,3/28/2016 9:00:00 AM,23
2873212765,3/28/2016 10:00:00 AM,3
2873212765,3/28/2016 11:00:00 AM,1
2873212765,3/28/2016 1:00:00 PM,4
2873212765,3/28/2016 2:00:00 PM,5
2873212765,3/28/2016 3:00:00 PM,56
2873212765,3/28/2016 4:00:00 PM,23
2873212765,3/28/2016 5:00:00 PM,12
2873212765,3/28/2016 6:00:00 PM,7
2873212765,3/28/2016 7:00:00 PM,15
2873212765,3/28/2016 8:00:00 PM,32
2873212765,3/29/2016 2:00:00 AM,1
2873212765,3/29/2016 7:00:00 AM,25
2873212765,3/29/2016 8:00:00 AM,30
2873212765,3/29/2016 9:00:00 AM,22
2873212765,3/29/2016 11:00:00 AM,10
2873212765,3/29/2016 12:00:00 PM,43
2873212765,3/29/2016 1:00:00 PM,44
2873212765,3/29/2016 2:00:00 PM,41
2873212765,3/29/2016 3:00:00 PM,42
2873212765,3/29/2016 4:00:00 PM,14
2873212765,3/29/2016 5:00:00 PM,24
2873212765,3/29/2016 6:00:00 PM,22
2873212765,3/29/2016 7:00:00 PM,19
2873212765,3/29/2016 8:00:00 PM,22
2873212765,3/29/2016 9:00:00 PM,14
2873212765,3/29/2016 10:00:00 PM,4
2873212765,3/30/2016 1:00:00 AM,1
2873212765,3/30/2016 5:00:00 AM,1
2873212765,3/30/2016 6:00:00 AM,45
2873212765,3/30/2016 7:00:00 AM,62
2873212765,3/30/2016 8:00:00 AM,11
2873212765,3/30/2016 9:00:00 AM,3
2873212765,3/30/2016 10:00:00 AM,2
2873212765,3/30/2016 11:00:00 AM,57
2873212765,3/30/2016 12:00:00 PM,35
2873212765,3/30/2016 1:00:00 PM,21
2873212765,3/30/2016 2:00:00 PM,20
2873212765,3/30/2016 3:00:00 PM,3
2873212765,3/30/2016 4:00:00 PM,36
2873212765,3/30/2016 5:00:00 PM,1
2873212765,3/30/2016 10:00:00 PM,1
2873212765,3/31/2016 8:00:00 AM,1
2873212765,3/31/2016 9:00:00 AM,34
2873212765,3/31/2016 10:00:00 AM,19
2873212765,3/31/2016 11:00:00 AM,21
2873212765,3/31/2016 12:00:00 PM,42
2873212765,3/31/2016 1:00:00 PM,22
2873212765,3/31/2016 2:00:00 PM,52
2873212765,3/31/2016 3:00:00 PM,16
2873212765,3/31/2016 4:00:00 PM,29
2873212765,3/31/2016 5:00:00 PM,13
2873212765,3/31/2016 6:00:00 PM,8
2873212765,3/31/2016 7:00:00 PM,13
2873212765,3/31/2016 8:00:00 PM,30
2873212765,3/31/2016 9:00:00 PM,23
2873212765,3/31/2016 10:00:00 PM,18
2873212765,3/31/2016 11:00:00 PM,30
2873212765,4/1/2016 7:00:00 AM,20
2873212765,4/1/2016 8:00:00 AM,1
2873212765,4/1/2016 9:00:00 AM,1
2873212765,4/1/2016 12:00:00 PM,1
2873212765,4/1/2016 1:00:00 PM,12
2873212765,4/1/2016 3:00:00 PM,2
2873212765,4/1/2016 9:00:00 PM,1
2873212765,4/1/2016 10:00:00 PM,3
2873212765,4/2/2016 6:00:00 AM,23
2873212765,4/2/2016 7:00:00 AM,16
2873212765,4/2/2016 8:00:00 AM,20
2873212765,4/2/2016 9:00:00 AM,21
2873212765,4/2/2016 10:00:00 AM,6
2873212765,4/2/2016 11:00:00 AM,10
2873212765,4/2/2016 12:00:00 PM,4
2873212765,4/2/2016 1:00:00 PM,9
2873212765,4/2/2016 2:00:00 PM,4
2873212765,4/2/2016 3:00:00 PM,12
2873212765,4/2/2016 4:00:00 PM,16
2873212765,4/2/2016 5:00:00 PM,3
2873212765,4/2/2016 6:00:00 PM,8
2873212765,4/2/2016 7:00:00 PM,13
2873212765,4/2/2016 8:00:00 PM,10
2873212765,4/2/2016 9:00:00 PM,8
2873212765,4/2/2016 10:00:00 PM,14
2873212765,4/3/2016 7:00:00 AM,23
2873212765,4/3/2016 8:00:00 AM,4
2873212765,4/3/2016 9:00:00 AM,9
2873212765,4/3/2016 10:00:00 AM,9
2873212765,4/3/2016 11:00:00 AM,39
2873212765,4/3/2016 12:00:00 PM,16
2873212765,4/3/2016 1:00:00 PM,17
2873212765,4/3/2016 2:00:00 PM,41
